,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-0.2265218049287796,0.11905981600284576,-0.07608717679977417,-0.13140246272087097,0.040172066539525986,0.1775568723678589,-0.1570873111486435,0.09759622812271118,-0.06817866861820221,0.13226883113384247,-0.0714336633682251,0.09090685844421387,-0.13334935903549194,-0.17671529948711395,-0.30406874418258667,0.072703056037426,0.08715268224477768,0.04938504099845886,0.20170477032661438,0.0030317753553390503,0.04205842688679695,-0.17027641832828522,-0.0890699028968811,0.15507319569587708,0.04952806979417801,-0.2894726097583771,-0.11408784985542297,0.04395933821797371,0.2325739860534668,-0.02735177055001259,0.053844209760427475,-0.3583194315433502,0.07328321784734726,-0.11327549815177917,0.11973439157009125,0.04788606986403465,-0.048289697617292404,-0.053709931671619415,0.1041608452796936,-0.03908005356788635,0.1337203085422516,-0.020143143832683563,-0.08568606525659561,-0.03388524428009987,-0.06479234248399734,0.09169470518827438,-0.2161400467157364,0.19146636128425598,-0.25686514377593994,-0.0898522287607193
1,-0.19620218873023987,0.06824447214603424,0.07902272045612335,-0.1947275549173355,0.0031984038650989532,0.16392312943935394,0.06519804894924164,0.16679346561431885,-0.10933592170476913,0.16008388996124268,0.09839598834514618,-0.04280959069728851,0.045459430664777756,-0.18827006220817566,-0.27669960260391235,0.12542301416397095,-0.08830508589744568,0.058128729462623596,0.17104960978031158,0.046415552496910095,0.08897092938423157,-0.11858343333005905,0.006641758605837822,0.1813594102859497,-0.12654909491539001,-0.1635480523109436,-0.0740104615688324,-0.060422372072935104,0.25104203820228577,0.01790906861424446,0.1250586211681366,-0.16027188301086426,-0.007942790165543556,-0.018515747040510178,0.26604682207107544,0.051781900227069855,0.039937909692525864,-0.21461644768714905,0.28080108761787415,-0.08088241517543793,0.10751431435346603,-0.0880611315369606,-0.008707040920853615,-0.0944908857345581,0.13264356553554535,0.13896244764328003,-0.2198161482810974,0.06919103860855103,-0.21556513011455536,-0.1379559487104416
2,-0.21429932117462158,0.0554036907851696,0.10706163942813873,-0.047676511108875275,-0.09994293749332428,0.183063343167305,0.027125153690576553,-0.09853844344615936,0.09293784946203232,0.046320777386426926,0.058835480362176895,0.018295034766197205,-0.03413844108581543,-0.12684021890163422,-0.1987552046775818,0.18286137282848358,-0.06255576014518738,0.002934753894805908,0.1500639021396637,0.09322486817836761,0.14552906155586243,-0.00645618187263608,-0.11154729127883911,0.11681050062179565,-0.12739893794059753,-0.24001480638980865,-0.15554600954055786,0.07875089347362518,0.16803792119026184,0.09981603920459747,-0.0014952346682548523,-0.051741164177656174,0.26816004514694214,-0.034973036497831345,0.20912878215312958,-0.018357083201408386,-0.03924190625548363,-0.041344739496707916,0.08437255024909973,-0.024051129817962646,0.21026968955993652,-0.05304887145757675,-0.0715036690235138,0.014627838507294655,0.028512394055724144,-0.044306106865406036,-0.21345196664333344,0.04639095440506935,-0.05604971945285797,-0.15391288697719574
3,-0.08293774724006653,-0.029323894530534744,0.06506206095218658,-0.3228267431259155,0.03634866699576378,0.1529548466205597,0.1682531237602234,0.08337903022766113,-0.1836797595024109,0.3116508424282074,-0.017138637602329254,0.14986594021320343,0.10919378697872162,0.01948387920856476,-0.3294776380062103,0.05365895479917526,0.012242861092090607,0.19016949832439423,-0.046522513031959534,0.06307673454284668,0.014537706971168518,-0.1844041794538498,0.10486237704753876,0.14419806003570557,-0.1774335503578186,-0.14602205157279968,-0.11065798997879028,-0.04842860624194145,0.4009171426296234,-0.009499680250883102,0.2575443983078003,-0.03346842899918556,-0.15539732575416565,-0.14316031336784363,0.22665776312351227,-0.036244869232177734,0.055799830704927444,-0.21446968615055084,0.24279586970806122,-0.08739309012889862,0.11990650743246078,-0.00070963054895401,-0.05089571699500084,0.13590416312217712,-0.10254200547933578,0.26688289642333984,-0.1691044270992279,0.06488005816936493,-0.23382170498371124,-0.05020596459507942
4,-0.10638780891895294,0.10315275192260742,-0.2573268711566925,-0.026947803795337677,-0.18831230700016022,0.03404794633388519,0.12579144537448883,-0.2338327169418335,-0.008445784449577332,0.2774072587490082,-0.150641530752182,0.3020826578140259,-0.09567674994468689,-0.09953474253416061,-0.3054554760456085,-0.22434702515602112,0.20773518085479736,0.38168013095855713,-0.18896694481372833,0.19187510013580322,0.09700907766819,-0.051950518041849136,-0.1809418499469757,0.08929549902677536,-0.05005337670445442,-0.38448628783226013,-0.1642152965068817,0.20176173746585846,0.45560041069984436,0.19294346868991852,0.002547614276409149,-0.18107835948467255,-0.1266888976097107,-0.2310245782136917,0.07712696492671967,0.08607205748558044,0.008504718542098999,0.11555898934602737,-0.08322648704051971,-0.06065259873867035,0.30863156914711,0.07462069392204285,-0.24769794940948486,0.07547634840011597,-0.4196549654006958,0.27377232909202576,-0.0069955214858055115,0.17958906292915344,-0.2212371826171875,-0.052732620388269424
5,-0.017699595540761948,0.0070850662887096405,0.1015821248292923,-0.6069426536560059,0.1864534318447113,0.22254160046577454,0.13575910031795502,0.15625669062137604,-0.26761171221733093,0.2881946563720703,0.315216064453125,0.11061538755893707,0.14759105443954468,0.09406773746013641,-0.42833811044692993,0.06314022094011307,-0.016276240348815918,0.2558971643447876,0.04994583874940872,0.04785028100013733,-0.16686993837356567,-0.1779835969209671,0.16979005932807922,0.23711180686950684,-0.23163408041000366,-0.0441921204328537,-0.009050019085407257,-0.24507953226566315,0.35948798060417175,-0.12702816724777222,0.43731340765953064,-0.08660997450351715,-0.23652219772338867,-0.14532385766506195,0.37257111072540283,-0.09886601567268372,0.06667571514844894,-0.3590593934059143,0.34457844495773315,-0.07083503901958466,0.13892105221748352,0.10068673640489578,0.03818744793534279,0.21579886972904205,0.05785495787858963,0.3030516803264618,-0.1338953673839569,0.0703008770942688,-0.29792025685310364,-0.13858358561992645
6,-0.16144992411136627,0.10726074874401093,-0.2245352417230606,-0.0758710727095604,-0.24479027092456818,0.07283865660429001,0.28009361028671265,-0.2370574176311493,0.026672877371311188,0.3596752882003784,-0.2936333417892456,0.4181182384490967,-0.03894894942641258,-0.028044283390045166,-0.27450263500213623,-0.15934787690639496,0.21797460317611694,0.34164535999298096,-0.2981666326522827,0.24383585155010223,0.17618787288665771,-0.07429244369268417,-0.04383372142910957,0.012334808707237244,-0.12680751085281372,-0.4462442100048065,-0.16812646389007568,0.17286522686481476,0.3779437243938446,0.29882970452308655,0.0011820271611213684,-0.14232143759727478,-0.17154330015182495,-0.3372167646884918,0.05821998789906502,0.04425573721528053,-0.019034478813409805,0.1548570990562439,-0.13436324894428253,-0.04174746572971344,0.32738441228866577,0.0340905524790287,-0.1981935054063797,0.14502321183681488,-0.44238150119781494,0.3938361704349518,-0.10865072160959244,0.09784753620624542,-0.23934605717658997,0.03151359036564827
7,-0.1099223792552948,0.09613858163356781,-0.33272817730903625,-0.049791719764471054,-0.19350002706050873,0.07935719192028046,0.1543746441602707,-0.3491867184638977,0.06182947754859924,0.3809185326099396,-0.2276020646095276,0.34380030632019043,-0.06562520563602448,-0.009024716913700104,-0.3427334427833557,-0.31305956840515137,0.30875730514526367,0.53053218126297,-0.27908796072006226,0.22690480947494507,0.1360783874988556,-0.09786791354417801,-0.19033585488796234,0.008067004382610321,-0.07306541502475739,-0.5081183910369873,-0.20173582434654236,0.3227558434009552,0.5491299033164978,0.21170996129512787,-0.08863081783056259,-0.23450197279453278,-0.12300286442041397,-0.29281356930732727,0.07412371039390564,0.0847063958644867,-0.0313996896147728,0.181381493806839,-0.18633078038692474,-0.1082654744386673,0.3678473234176636,0.061429835855960846,-0.379434734582901,0.09533756971359253,-0.6003175377845764,0.3412597179412842,0.017326928675174713,0.2236209660768509,-0.219544917345047,-0.13617287576198578
8,0.0924786776304245,-0.2746843993663788,0.32209596037864685,-0.6527001857757568,0.4366026222705841,0.4056011438369751,0.13946335017681122,0.17655153572559357,-0.23537304997444153,0.2304222136735916,0.261955201625824,0.26985013484954834,-0.08850643038749695,0.23378072679042816,-0.5002341270446777,0.20142608880996704,-0.20116165280342102,0.40414297580718994,-0.26703953742980957,0.3052455484867096,-0.3915821611881256,-0.21301446855068207,0.18255630135536194,0.27262622117996216,0.05004922300577164,-0.16488192975521088,0.22201675176620483,-0.22826364636421204,0.5144632458686829,-0.10350273549556732,0.3614387810230255,0.12715475261211395,-0.40543097257614136,-0.08773142099380493,0.2949698269367218,-0.09922726452350616,-0.001998443156480789,-0.5774827599525452,0.46613216400146484,-0.03037267178297043,0.11992011219263077,0.2642064690589905,0.18841171264648438,0.4032913148403168,-0.08012402802705765,0.567836582660675,-0.2632196247577667,0.0715261846780777,-0.5449181795120239,-0.16179519891738892
9,-0.1685929298400879,0.049913596361875534,-0.10413745045661926,-0.1677776575088501,-0.0700523853302002,0.09299520403146744,0.15791617333889008,-0.08258432149887085,-0.02020316570997238,0.3779076635837555,-0.08413700759410858,0.263181209564209,0.013842206448316574,-0.07606376707553864,-0.27938687801361084,-0.08506488054990768,0.07099852710962296,0.2430582493543625,-0.11263662576675415,0.1956360936164856,0.07739181816577911,-0.06291268020868301,0.02258022502064705,0.026019282639026642,-0.16343843936920166,-0.30093398690223694,-0.11251574754714966,0.06070375815033913,0.36040598154067993,0.1583762913942337,0.00880376249551773,-0.11348216235637665,-0.15492525696754456,-0.21126917004585266,0.24582098424434662,0.05606307461857796,-0.004331383854150772,0.012071803212165833,0.057036351412534714,-0.08048893511295319,0.2719751000404358,0.02923351526260376,-0.16337542235851288,0.1192307323217392,-0.27162253856658936,0.2697509825229645,-0.16609352827072144,0.1853266805410385,-0.21996408700942993,-0.004758927971124649
